NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type
NCT06628505,Auditory Plasticity Training,https://clinicaltrials.gov/study/NCT06628505,RECRUITING,Mild Traumatic Brain Injury,OTHER: Speech in Noise Training|OTHER: Spatial Hearing Training Group|OTHER: Spatial Hearing Control Group,The University of Texas Health Science Center at San Antonio,United States Department of Defense,INTERVENTIONAL
NCT06628492,Surgical Guided Fabricated From Two Different Printing Materials,https://clinicaltrials.gov/study/NCT06628492,NOT_YET_RECRUITING,Partial-edentulism,DEVICE: stainless steel printed surgical guide|DEVICE: resin printed surgical guide,Suez Canal University,,INTERVENTIONAL
NCT06628479,"Relaxin, Matrix Metalloproteinase-2 and Interleukin-6 in Women With Chronic Pelvic Pain",https://clinicaltrials.gov/study/NCT06628479,COMPLETED,Endometriosis,"OTHER: interleukin, enzyme, hormone",Sanliurfa Mehmet Akif Inan Education and Research Hospital,"University of Health Sciences School of Medicine Bursa Yuksek Ihtisas Research and Training Hospital, Department of Obstetrics and Gynecology, Bursa, Turkey",OBSERVATIONAL
NCT06628466,Clinical Response of Nuberol Forte in Chronic Neck Pain in Routine Rehabilitation Centers,https://clinicaltrials.gov/study/NCT06628466,COMPLETED,Chronic Neck Pain,DRUG: Nuberol Forte,The Searle Company Limited Pakistan,,OBSERVATIONAL
NCT06628453,CGM for Management of Type 2 Diabetes in Pregnancy,https://clinicaltrials.gov/study/NCT06628453,NOT_YET_RECRUITING,Type 2 Diabetes Mellitus (T2DM)|Pregnancy,DEVICE: CGM,University of Alabama at Birmingham,National Institutes of Health (NIH)|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),INTERVENTIONAL
NCT06628440,Development and Validation of a Mouth Assessment Tool for Orally Intubated Patients in Intensive Care Unit),https://clinicaltrials.gov/study/NCT06628440,NOT_YET_RECRUITING,Intensive Care,OTHER: oral condition assessment tool,"University Hospital, Bordeaux",,OBSERVATIONAL
NCT06628427,Unlock the Secrets of Ageing Brains Through P300 Brain-computer Interface Games,https://clinicaltrials.gov/study/NCT06628427,NOT_YET_RECRUITING,Mild Cognitive Impairment (MCI),DIAGNOSTIC_TEST: MoCA Test|DEVICE: Random Dot Motion (RDM) task|DEVICE: P300-BCI task without feedback,University of Sheffield,,OBSERVATIONAL
NCT06628414,WHITBY: Working Towards Better Healthcare Interventions for Tinnitus: a Brain Stimulation StudY,https://clinicaltrials.gov/study/NCT06628414,NOT_YET_RECRUITING,Tinnitus,DEVICE: transcranial Direct Current Stimulation,University of Nottingham,,INTERVENTIONAL
NCT06628401,Comparing Approaches to Increasing Fruit and Vegetable Intake and Their Influence on Metabolic Health,https://clinicaltrials.gov/study/NCT06628401,RECRUITING,Metabolic Health|Fruit and Vegetable Intake,BEHAVIORAL: Educational information (Control)|BEHAVIORAL: Educational information (Increasing F&V intake)|BEHAVIORAL: Educational information (Increasing F&V intake + Juice),Courtney Neal,Newcastle University|European Fruit Juice Association (AIJN),INTERVENTIONAL
NCT06628388,Nurse-led Primary Healthcare Intervention Model in Women's Health Management in Hong Kong,https://clinicaltrials.gov/study/NCT06628388,NOT_YET_RECRUITING,Vasomotor Symptoms|Urinary Incontinence|Anxiety|Depression - Major Depressive Disorder|Osteoporosis|Breast Cancer|Hypertension|Cervical Cancers|Colorectal Cancer,BEHAVIORAL: Nurse-Led Risk-Based 5As Primary Healthcare Model|BEHAVIORAL: Minimal Intervention,The University of Hong Kong,The Hong Kong Jockey Club Charities Trust|Haven of Hope Hospital|Hong Kong Sheng Kung Hui Welfare Council Limited|Aberdeen Kai-fong Welfare Association,INTERVENTIONAL
NCT06628375,A Multimodal Study of the Relationship Between Exposure to Endocrine Disruptors and Occurrence of Hypospadias - HYPOLLUT,https://clinicaltrials.gov/study/NCT06628375,NOT_YET_RECRUITING,Hypospadias,OTHER: Consultation visit (Visit 1)|OTHER: Consultation visit (Visit 1),"University Hospital, Montpellier",,OBSERVATIONAL
NCT06628362,A Study of CT-388 in Participants Who Are Overweight or Obese with Type 2 Diabetes Mellitus,https://clinicaltrials.gov/study/NCT06628362,RECRUITING,Overweight or Obese|Type 2 Diabetes Mellitus (T2DM),DRUG: Placebo|DRUG: CT-388,"Carmot Therapeutics, Inc.",Hoffmann-La Roche,INTERVENTIONAL
NCT06628349,Prandial Metabolic Phenotyping in Sarcopenic Older Adults Comparing Plant Based and Whey Based Protein,https://clinicaltrials.gov/study/NCT06628349,RECRUITING,Protein Metabolism,DIETARY_SUPPLEMENT: Whey Protein Isolate 90%|DIETARY_SUPPLEMENT: Soy Protein Isolate (90% Protein)|DIETARY_SUPPLEMENT: Organic Pea Protein Isolate|DIETARY_SUPPLEMENT: Placebo (Water),Texas A&M University,,INTERVENTIONAL
NCT06628336,Post-Market Observational Study of the HARMONY® Evolution Implants and Instruments,https://clinicaltrials.gov/study/NCT06628336,RECRUITING,Total Hip Replacement,DEVICE: HARMONY EVOLUTION,Symbios Orthopedie SA,,OBSERVATIONAL
NCT06628323,Neuro-VR: Augmenting a Virtual Reality-based Therapy With Neurofeedback for Auditory Hallucinations,https://clinicaltrials.gov/study/NCT06628323,RECRUITING,Auditory Hallucinations|Schizophrenia,BEHAVIORAL: Virtual Reality-based Intervention employing Neurofeedback|BEHAVIORAL: Virtual Reality-based Intervention,"Mental Health Services in the Capital Region, Denmark",,INTERVENTIONAL
NCT06628310,"A Study to Evaluate the Adverse Events, Efficacy, and Optimal Dose of Intravenous (IV) ABBV-400 in Combination With IV Fluorouracil, Leucovorin, and Budigalimab in Adult Participants With Locally Advanced Unresectable or Metastatic Gastric, Gastroesophageal Junction, or Esophageal Adenocarcinoma",https://clinicaltrials.gov/study/NCT06628310,NOT_YET_RECRUITING,Locally Advanced Unresectable or Metastatic Gastric Adenocarcinoma|Gastroesophageal Junction Adenocarcinoma|Esophageal Adenocarcinoma,DRUG: ABBV-400|DRUG: Budigalimab|DRUG: Fluorouracil|DRUG: Leucovorin|DRUG: Oxaliplatin,AbbVie,,INTERVENTIONAL
NCT06628297,"Comparison of Differencens in VO2-max, Perfusion of the Heart and Brain and Cognitive Performance Between Patients with Type 2 Diabetes and Healthy Age Matched Controls.",https://clinicaltrials.gov/study/NCT06628297,NOT_YET_RECRUITING,Microvascular Disease|Microvascular Complications|Dementia|Diabetes Mellitus Type 2|Cerebral Hypoperfusion,DIAGNOSTIC_TEST: PET,University Hospital Bispebjerg and Frederiksberg,Danish Cardiovascular Academy|Bispebjerg Hospital|The Dagmar Marshall Foundation|Steno Diabetes Center Copenhagen,OBSERVATIONAL
NCT06628284,CGM As Diagnostic Tool in Observing Steroid-Induced Hyperglycemia,https://clinicaltrials.gov/study/NCT06628284,ENROLLING_BY_INVITATION,Diabetes|Pain Management,DEVICE: Dexcom G7,Mahesh Pattabiraman,,OBSERVATIONAL
NCT06628271,Breath-holding Spells and Its Management Study,https://clinicaltrials.gov/study/NCT06628271,NOT_YET_RECRUITING,Breath-holding Spell,DIAGNOSTIC_TEST: Guidelines,Region Skane,,INTERVENTIONAL
NCT06628258,"A Clinical Study to Assess the Safety and Effectiveness of Test Product ""Moiz Cleansing Lotion"" in Healthy Adult Human Subjects With Varied Skin Types. (Dry, Oily, Sensitive, Mixed, Normal)",https://clinicaltrials.gov/study/NCT06628258,NOT_YET_RECRUITING,"Dry, Oily, Normal, Sensitive, Mixed Skin Type",OTHER: Moiz Cleansing Lotion,NovoBliss Research Pvt Ltd,Glowderma Lab Private Limited,INTERVENTIONAL
NCT06628245,The Dubousset Functional Test in Lumbar Spinal Stenosis,https://clinicaltrials.gov/study/NCT06628245,NOT_YET_RECRUITING,Lumbar Spinal Stenosis,,Alanya Alaaddin Keykubat University,,OBSERVATIONAL
NCT06628232,Effect of Nursing Interventions on Pain and Salivary Cortisol Levels During Heel Stick in Preterm Newborns,https://clinicaltrials.gov/study/NCT06628232,NOT_YET_RECRUITING,PreTerm Neonate,OTHER: pacifier with breast milk|OTHER: heel heating|OTHER: interventions combined|OTHER: Control,Namik Kemal University,,INTERVENTIONAL
NCT06628219,"A Global, Prospective, Real-World, Investigation of the Symani® Surgical System for Microsurgical Anastomosis",https://clinicaltrials.gov/study/NCT06628219,NOT_YET_RECRUITING,Open Surgery|Lymphedema|Free Tissue Transfer|Microsurgery,DEVICE: Symani Surgical System,MMI Spa,,INTERVENTIONAL
NCT06628206,Safety and Pharmacokinetics of LPX-TI641 in Rheumatoid Arthritis and Psoriatic Arthritis,https://clinicaltrials.gov/study/NCT06628206,NOT_YET_RECRUITING,Rheumatoid Arthritis (RA)|Psoriatic Arthritis (PsA),DRUG: LPX-TI641|DRUG: Placebo,LAPIX Therapeutics Inc.,,INTERVENTIONAL
NCT06628193,Study of Low-intensity Focused Ultrasound Effects on Human Memory,https://clinicaltrials.gov/study/NCT06628193,NOT_YET_RECRUITING,Memory,DEVICE: Low intensity focused ultrasound|DEVICE: Sham (No Treatment),Virginia Polytechnic Institute and State University,,INTERVENTIONAL
NCT06628180,LIFU for Chronic Pain,https://clinicaltrials.gov/study/NCT06628180,NOT_YET_RECRUITING,Chronic Pain,DEVICE: LIFU|DEVICE: Sham LIFU,Virginia Polytechnic Institute and State University,Focused Ultrasound Foundation,INTERVENTIONAL
NCT06628167,Community Support Program for Lung Cancer Screening Volume II,https://clinicaltrials.gov/study/NCT06628167,NOT_YET_RECRUITING,Lung Cancer,BEHAVIORAL: Transportation|BEHAVIORAL: Scheduling,University of Pennsylvania,,INTERVENTIONAL
NCT06628154,Losartan and Emotional Learning,https://clinicaltrials.gov/study/NCT06628154,RECRUITING,Emotional Processing,DRUG: Losartan potassium 50mg|OTHER: Placebo,University of Oxford,Oxford Health Biomedical Research Centre (OH BRC) support scheme,INTERVENTIONAL
NCT06628141,Enhancing Quality of Life in Cancer Patients Through Tailored Nutrition Support: a Comprehensive Approach,https://clinicaltrials.gov/study/NCT06628141,RECRUITING,Cancer,OTHER: Nutritional support tool,UOMi Cancer Center,Dexeus Clinic Woman,INTERVENTIONAL
NCT06628128,A Study to Evaluate the Long-Term Safety and Efficacy of JNT-517 in Participants with Phenylketonuria,https://clinicaltrials.gov/study/NCT06628128,NOT_YET_RECRUITING,Phenylketonuria (PKU),DRUG: JNT-517 Tablet,Jnana Therapeutics,,INTERVENTIONAL
NCT06628115,Post Market Study of Cerament V/G in Pedal Osteomyelitis,https://clinicaltrials.gov/study/NCT06628115,NOT_YET_RECRUITING,Osteomyelitis - Foot,DEVICE: cerament V or G,Mid and South Essex NHS Foundation Trust,BONESUPPORT AB,INTERVENTIONAL
NCT06628102,Improving Detection of Early Lung Cancer in a Diverse Population (IDEAL) Study,https://clinicaltrials.gov/study/NCT06628102,RECRUITING,Lung Cancer|Pulmonary Nodule,DIAGNOSTIC_TEST: Chest CT Scan,British Columbia Cancer Agency,"Laval University|Lunenfeld Tanenbaum Research Institute|Canadian Cancer Society (CCS)|University Health Network, Toronto",INTERVENTIONAL
NCT06628089,"Knowledge, and Practice of Helicobacter Pylori Infection",https://clinicaltrials.gov/study/NCT06628089,NOT_YET_RECRUITING,Helicobacter Pylori Infection,OTHER: Questionnaire,Sohag University,,OBSERVATIONAL
NCT06628076,"Antibacterial Effect of Zinc Oxide Nanoparticles on Acinetobacter Baumannii Isolated from Patients with Hospital Acquired Infections in Sohag University Hospitals, Egypt",https://clinicaltrials.gov/study/NCT06628076,NOT_YET_RECRUITING,"Infections, Nosocomial|Infections, Respiratory Tract",DIAGNOSTIC_TEST: Culture specific antibiotic therapy|DIAGNOSTIC_TEST: Antibiotic|DIAGNOSTIC_TEST: Biofilm assessment|DIAGNOSTIC_TEST: nanoparticle zinc oxide|DIAGNOSTIC_TEST: Molecular detection of antibiotic resistance,Sohag University,,OBSERVATIONAL
NCT06628063,Examination of Pregnant Women in Third Trimester by Ultrasound to Detect Any Congenital Anomalies,https://clinicaltrials.gov/study/NCT06628063,NOT_YET_RECRUITING,Congenital Anomaly,OTHER: ultrasound evaluation,Sohag University,,OBSERVATIONAL
NCT06628050,ORIGIN® PS Modular & Associated Instruments,https://clinicaltrials.gov/study/NCT06628050,ACTIVE_NOT_RECRUITING,Total Knee Replacement,DEVICE: ORIGIN® PS Modular devices,Symbios Orthopedie SA,,OBSERVATIONAL
NCT06628037,SN514-066b Enzyme in Deep Partial Thickness Burns,https://clinicaltrials.gov/study/NCT06628037,NOT_YET_RECRUITING,Burn Injury,BIOLOGICAL: SN514-066b,SERDA bv,The Metis Foundation,INTERVENTIONAL
NCT06628024,Determination of the Postprandial Amino Acid Uptake Kinetics of Yoghurt Vs Milk.,https://clinicaltrials.gov/study/NCT06628024,NOT_YET_RECRUITING,Amino Acids|Milk|Yoghurt,OTHER: Milk|OTHER: Yoghurt,Nutricia Research,,INTERVENTIONAL
NCT06628011,Digital Follow-up of Aerobic Interval Training in Outpatients With Mental Disorders,https://clinicaltrials.gov/study/NCT06628011,NOT_YET_RECRUITING,Severe Mental Disorder,OTHER: Intervention group/training group,Norwegian University of Science and Technology,St. Olavs Hospital|Molde University College|NTNU Health (sponsor),INTERVENTIONAL
NCT06627998,Study of the Prevalence of Osteo-metabolic Complications in Patients With Thyroid Cancer,https://clinicaltrials.gov/study/NCT06627998,RECRUITING,Cancer of Thyroid|Vertebral Fracture|Osteoporosis,DIAGNOSTIC_TEST: Diagnostic (chest x-ray /DXA)and clinical data collected for clinical practice,IRCCS San Raffaele,Azienda Socio Sanitaria Territoriale degli Spedali Civili di Brescia,OBSERVATIONAL
NCT06627985,Multi-Disciplinary Treatment on the Anthropomorphism of Large Language Models,https://clinicaltrials.gov/study/NCT06627985,NOT_YET_RECRUITING,Cancer|Respiratory Failure|Heart Diseases|Infections|Pneumonia|Disease,DIAGNOSTIC_TEST: GPT-4o|DIAGNOSTIC_TEST: GPT-4o mini|DIAGNOSTIC_TEST: MedicalGPT|DIAGNOSTIC_TEST: Claude-3.5 Sonnet|DIAGNOSTIC_TEST: Claude 3 Haiku|DIAGNOSTIC_TEST: Real Doctors,North Sichuan Medical College,Afﬁliated Hospital of North Sichuan Medical College|University of Glasgow|Peking University|Peking University First Hospital|Beijing Institute of Petrochemical Technology|Case Western Reserve University|Monash University,OBSERVATIONAL
NCT06627972,Asprosin Level in Individuals with Periodontal Disease,https://clinicaltrials.gov/study/NCT06627972,COMPLETED,Periodontitis|Periodontal Health|Gingivitis,,Mustafa Kemal University,,OBSERVATIONAL
NCT06627959,StatSeal Vs Figure-of-Eight Suture for Vascular Closure in AF Ablation,https://clinicaltrials.gov/study/NCT06627959,NOT_YET_RECRUITING,Atrial Fibrillation (AF)|Vascular Access,DEVICE: Statseal|DEVICE: Figure of eight suture,Mid and South Essex NHS Foundation Trust,,INTERVENTIONAL
NCT06627946,Ultrasound-guided Transversus Abdominis Plane Block Versus Local Wound Infiltration (TAP_WI),https://clinicaltrials.gov/study/NCT06627946,COMPLETED,Transversus Abdominis Plane (TAP) Block|Wound Infiltration|Pain Score (VAS)|Opioid Analgesia,PROCEDURE: TAP group,"Ministry of Health, Bhutan",,INTERVENTIONAL
NCT06627933,Optimization of Management in Patients With Cardiovascular Disease After Lower Limb Joint Replacement,https://clinicaltrials.gov/study/NCT06627933,RECRUITING,Thromboembolism|Anticoagulant-induced Bleeding,OTHER: No intervention,I.M. Sechenov First Moscow State Medical University,,OBSERVATIONAL
NCT06627920,Validation of a Smartwatch for Blood Pressure Monitoring,https://clinicaltrials.gov/study/NCT06627920,RECRUITING,Blood Pressure|Heart Rate|Oxygen Saturation,"DEVICE: Use of the KC08 smartwatch, Beurer PO30 and Omron M7 BP monitor.",European University Miguel de Cervantes,Valladolid University Clinical Hospital. Cardiology Department.,OBSERVATIONAL
NCT06627907,Hemodynamic Response to the End-expiratory Occlusion Test to Titrate Fluid Challenge in Operating Room.,https://clinicaltrials.gov/study/NCT06627907,NOT_YET_RECRUITING,Fluid Responsiveness Predictability,OTHER: fluid challenge|DIAGNOSTIC_TEST: end-expiratory occlusion test,Humanitas Clinical and Research Center,,OBSERVATIONAL
NCT06627894,Attenuating DEPression with Internet CBT to Slow Cognitive Decline in Older ICU Survivors(ADEPT-ICU),https://clinicaltrials.gov/study/NCT06627894,NOT_YET_RECRUITING,Depression|Cognitive Decline,BEHAVIORAL: Therapist-Assisted Internet Cognitive-Behavioral Therapy for Depression|BEHAVIORAL: Active Control,Indiana University,National Institute on Aging (NIA),INTERVENTIONAL
NCT06627881,Effect of Three Training Programs on the Cardiovascular Condition of Individuals with Spinal Cord Injury,https://clinicaltrials.gov/study/NCT06627881,RECRUITING,Spinal Cord Injuries|Cardiovascular Condition|Exercise,OTHER: Continuous aerobic kayak training program|OTHER: Aerobic Endurance Circuit Program|OTHER: High intensity interval program with rope,Instituto Nacional de Rehabilitacion,,INTERVENTIONAL
NCT06627868,Nicotinamide Adenine Dinucleotide (NAD+) Metabolism in Human Brown Adipose Tissue,https://clinicaltrials.gov/study/NCT06627868,NOT_YET_RECRUITING,"Obesity, Abdominal",DIETARY_SUPPLEMENT: NAD+ precursor|OTHER: Placebo,University of Turku,,INTERVENTIONAL
NCT06627855,Effectiveness of the Fascial Distortion Model in Temporomandibular Disorders: A Randomized Sham-controlled Trial,https://clinicaltrials.gov/study/NCT06627855,RECRUITING,Temporomandibular Disorders (TMD)|Manual Therapy|Fascial Distortion,PROCEDURE: Fascial Distortion Model|PROCEDURE: Sham treatment,Karabuk University,,INTERVENTIONAL
NCT06627842,OsteoArticular Sepsis in Intensive Care UnitS,https://clinicaltrials.gov/study/NCT06627842,NOT_YET_RECRUITING,Osteoarticular Infection|Intensive Care Patients,,Assistance Publique - Hôpitaux de Paris,,OBSERVATIONAL
NCT06627829,Effect of Different Grafting Material Following Surgically Facilitated Orthodontics Therapy,https://clinicaltrials.gov/study/NCT06627829,NOT_YET_RECRUITING,"Malocclusion, Angle Class I",DEVICE: Surgically facilitated orthodontics therapy (SFOT) using allograft|DEVICE: Surgically facilitated orthodontics therapy (SFOT) using xenograft|DEVICE: Usual care,"The University of Texas Health Science Center, Houston",American Academy of Periodontology Foundation,INTERVENTIONAL
NCT06627816,"Efficacy of Intravenous Nefopam, Dexmedetomidine, and Meperidine in Preventing Post-Spinal Anesthesia Shivering in Adult Patients Undergoing Lower Abdominal and Lower Limb Surgeries.",https://clinicaltrials.gov/study/NCT06627816,NOT_YET_RECRUITING,Nefopam|Dexmeditomidine|Meperidine|Post-spinal Anesthesia Shivering,DRUG: Nefopam,Kasr El Aini Hospital,,INTERVENTIONAL
